"Nodes" "Straightness" "Duration"
202 0.7788986144184 0.894051074981689
203 0.778708639585663 0.823046922683716
208 0.779520818261841 0.735041856765747
211 0.778638222913732 0.804045915603638
215 0.779179157723441 0.812045812606812
220 0.779577949412232 0.88004994392395
222 0.77973807338775 0.881049871444702
226 0.779122347467363 0.867049932479858
228 0.778903596946693 0.913052082061768
230 0.778656664252038 0.93405294418335
231 0.77876635982615 0.935052871704102
233 0.778178999134757 0.947053909301758
236 0.778283940417382 0.967056035995483
241 0.77859549840073 0.97105598449707
243 0.778880266947502 0.938053846359253
247 0.778247530226989 0.986057043075562
251 0.778130846831154 0.975056171417236
253 0.778322763019587 1.01905798912048
255 0.777382972895302 1.02805805206299
257 0.777352792944116 1.05806112289429
259 0.777829272036062 0.960054874420166
261 0.777176060811436 1.09206199645996
264 0.77729441879571 1.14806604385376
269 0.777985499523006 1.09306311607361
275 0.777698436785724 1.03706002235413
277 0.777707380885739 1.0820620059967
282 0.777549522107176 1.10106301307678
286 0.778290246256832 1.09406304359436
290 0.777616066640558 1.1100640296936
294 0.777477870961169 1.11106395721436
298 0.778455171862513 1.188068151474
301 0.778770633128386 1.17506718635559
305 0.779003417753093 1.18106698989868
309 0.779614686201127 1.15106511116028
314 0.779289211895231 1.19706916809082
322 0.779521080645439 1.2720730304718
326 0.779908387392258 1.29707384109497
328 0.780210017177664 1.21006894111633
335 0.781051983727228 1.30407404899597
339 0.780870954212278 1.26907300949097
342 0.780615248173087 1.26607298851013
348 0.78030432466828 1.30507516860962
354 0.780074120767591 1.25707197189331
361 0.780083864157505 1.35507798194885
365 0.780529946440136 1.34907698631287
370 0.780851510588147 1.3260760307312
378 0.781636388945661 1.4230809211731
381 0.781182761308231 1.35107707977295
384 0.780723456483032 1.47208404541016
390 0.781617727509809 1.32907700538635
396 0.781904988423262 1.41908192634583
400 0.781752629474172 1.4860851764679
411 0.782722630903983 1.46908378601074
415 0.782158163953665 1.4620840549469
423 0.782582389426163 1.49308609962463
429 0.782749384820826 1.49108505249023
436 0.782926389514476 1.52708792686462
444 0.78311221585322 1.4450831413269
452 0.782650385391413 1.7250988483429
458 0.78306587386219 1.61209201812744
462 0.78327862108074 1.57909107208252
471 0.783365339660653 1.68209600448608
481 0.782936135010588 1.69109702110291
484 0.783177958201011 1.67409586906433
494 0.783846906697976 1.77010107040405
499 0.783491712389491 1.67709589004517
509 0.783331423371624 1.72809910774231
517 0.784260140229878 1.76810193061829
528 0.785135166988623 1.90410900115967
546 0.785325983752436 1.85110592842102
555 0.785643214028015 1.97011280059814
556 0.785664779234527 1.93411111831665
568 0.785496272733054 1.94511103630066
578 0.785481864192827 1.99211406707764
585 0.785918136011779 2.03211617469788
603 0.786704816630774 2.12812185287476
614 0.786623600532707 2.0431170463562
633 0.787393988439457 2.2801308631897
642 0.787491033069488 2.29813098907471
652 0.787214056633208 2.38413596153259
663 0.786956825272188 2.27713084220886
686 0.787635065740397 2.24312782287598
697 0.787757053410272 2.3671350479126
711 0.788200463645979 2.54114580154419
725 0.788102500423303 2.60814905166626
742 0.788708035057262 2.65415215492249
760 0.789022246196946 2.82616209983826
779 0.789115960197716 2.75215792655945
795 0.78956178811844 2.89516496658325
818 0.789793034666606 2.87416505813599
832 0.789651014483051 2.9761700630188
857 0.790378760761835 3.07717609405518
880 0.790742661595846 3.17818212509155
902 0.791402702745561 3.26918697357178
922 0.791603238533677 3.27218699455261
948 0.791225870090331 3.50220012664795
971 0.791544156629434 3.45219707489014
997 0.791656892877145 3.66720986366272
1029 0.792422231887676 3.94722485542297
1055 0.792452132802274 3.95522618293762
1081 0.792798163906877 4.06623196601868
1117 0.792713930840004 4.31224608421326
1146 0.792724180135312 4.45825505256653
1185 0.79319825070519 4.54126000404358
1231 0.793655584844369 4.75027203559875
1268 0.794203963907547 4.78527402877808
1312 0.794109956612423 4.56226086616516
1362 0.794772324818464 4.90728092193604
1414 0.795003639684573 5.2352991104126
1456 0.795049555964086 5.57931900024414
1514 0.795387199128019 6.00534391403198
1575 0.795846344089233 6.14535188674927
1634 0.795888871029612 6.65438008308411
1706 0.796058177510146 7.00840091705322
1781 0.796422304568518 7.32741904258728
1857 0.796664053583566 7.63943696022034
1954 0.797330396980708 8.4054811000824
2041 0.797047057700682 8.94551205635071
2149 0.797387547886264 9.48354196548462
2266 0.797878763018368 10.5186021327972
2391 0.798227600279461 11.2896461486816
2528 0.798355528486456 12.0106868743896
2689 0.79872351345513 13.8167901039124
2865 0.798993450283819 15.0628612041473
3069 0.799231033599606 16.9489691257477
3295 0.799443614941215 18.8920810222626
3559 0.799762944652786 21.4362261295319
3866 0.800037587604118 25.3814518451691
4231 0.800277996782278 29.7226998806
4668 0.800659146223739 35.0530049800873
5194 0.800895502604947 43.0974650382996
5864 0.801235235512123 52.9720301628113
6719 0.801442155885249 1.13449821869532
7852 0.801763081537221 1.52737069924672
9436 0.802089899564105 2.25246216456095
11793 0.80235661446807 3.66639305353165
